model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/OpenSubtitles/v2016	7.40
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/OpenSubtitles/v2018	7.60
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/UN/v20090831	6.60
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/GlobalVoices/v2017q3	6.20
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/GlobalVoices/v2015	5.80
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/TED2013/v1.1	6.80
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/KDE4/v2	2.90
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/Wikipedia/v1.0	8.60
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/Tanzil/v1	0.10
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/News-Commentary/v11	10.60
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/News-Commentary/v9.0	11.50
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/News-Commentary/v9.1	16.20
model_en2arnluk	ar	ce-mean-words	data/raw/test/en2ar/MultiUN/v1	8.50
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/DGT/v4	24.70
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/EUbookshop/v2	18.30
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/ECB/v1	20.80
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/ParaCrawl/v1	17.30
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/Ubuntu/v14.10	8.70
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/Tatoeba/v2	27.30
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/Wikipedia/v1.0	9.50
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/JRC-Acquis/v3.0	24.80
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/TED2013/v1.1	19.40
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/KDE4/v2	8.00
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/News-Commentary/v11	19.70
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/PHP/v1	12.40
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/GlobalVoices/v2015	17.80
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/GlobalVoices/v2017q3	17.80
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/EMEA/v3	15.50
model_en2arnluk	nl	ce-mean-words	data/raw/test/en2nl/Tanzil/v1	4.70
