model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/OpenSubtitles/v2016	17.00
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/OpenSubtitles/v2018	18.80
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/OpenSubtitles/v1	19.10
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/EMEA/v3	18.70
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/Europarl/v7	32.60
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/Europarl/v3	24.60
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/JRC-Acquis/v3.0	28.60
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/KDE4/v2	10.80
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/ECB/v1	22.20
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/DGT/v4	27.90
model_en2dadeis	da	ce-mean-words	data/raw/test/en2da/EUbookshop/v2	24.70
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/TED2013/v1.1	17.40
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/GlobalVoices/v2015	15.40
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/GlobalVoices/v2017q3	15.20
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/KDE4/v2	7.10
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/PHP/v1	8.90
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/Europarl/v7	24.40
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/Europarl/v3	17.80
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/ECB/v1	18.40
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/DGT/v4	23.70
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/Tatoeba/v2	23.10
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/WMT-News/v2014	13.90
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/Tanzil/v1	5.80
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/OpenSubtitles/v2018	14.20
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/OpenSubtitles/v1	11.40
model_en2dadeis	de	ce-mean-words	data/raw/test/en2de/OpenSubtitles/v2016	14.20
