model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/Europarl/v7	24.80
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/GNOME/v1	8.50
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/EUbookshop/v2	23.90
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/JRC-Acquis/v3.0	25.20
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/OpenSubtitles/v2016	15.20
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/OpenSubtitles/v2018	15.00
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/EMEA/v3	11.40
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/ECB/v1	19.90
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/DGT/v4	25.70
model_en2ltuk	lt	ce-mean-words	data/raw/test/en2lt/KDE4/v2	3.90
model_en2ltuk	uk	ce-mean-words	data/raw/test/en2uk/OpenSubtitles/v2018	12.40
model_en2ltuk	uk	ce-mean-words	data/raw/test/en2uk/OpenSubtitles/v2016	11.80
model_en2ltuk	uk	ce-mean-words	data/raw/test/en2uk/Tatoeba/v2	14.40
model_en2ltuk	uk	ce-mean-words	data/raw/test/en2uk/KDE4/v2	2.20
model_en2ltuk	lt	translation	data/raw/test/en2lt/Europarl/v7	24.50
model_en2ltuk	lt	translation	data/raw/test/en2lt/GNOME/v1	7.90
model_en2ltuk	lt	translation	data/raw/test/en2lt/EUbookshop/v2	23.20
model_en2ltuk	lt	translation	data/raw/test/en2lt/JRC-Acquis/v3.0	24.50
model_en2ltuk	lt	translation	data/raw/test/en2lt/OpenSubtitles/v2016	14.40
model_en2ltuk	lt	translation	data/raw/test/en2lt/OpenSubtitles/v2018	15.00
model_en2ltuk	lt	translation	data/raw/test/en2lt/EMEA/v3	11.40
model_en2ltuk	lt	translation	data/raw/test/en2lt/ECB/v1	19.50
model_en2ltuk	lt	translation	data/raw/test/en2lt/DGT/v4	25.40
model_en2ltuk	lt	translation	data/raw/test/en2lt/KDE4/v2	3.90
model_en2ltuk	uk	translation	data/raw/test/en2uk/OpenSubtitles/v2018	12.30
model_en2ltuk	uk	translation	data/raw/test/en2uk/OpenSubtitles/v2016	11.70
model_en2ltuk	uk	translation	data/raw/test/en2uk/Tatoeba/v2	15.00
model_en2ltuk	uk	translation	data/raw/test/en2uk/KDE4/v2	2.10
